,quad,year,trackID,area,survives,age,distEdgeMin,allEdge,seedling,QuadName,Grazing,Group
973,Q22,35,57,898.1164503,1,6,-1.26E-08,0,0,P7 E1 Q4,UG,P7E1
980,Q22,36,57,792.9283162,1,7,0.053647995,0,0,P7 E1 Q4,UG,P7E1
990,Q22,37,57,1037.686423,1,8,-1.19E-08,0,0,P7 E1 Q4,UG,P7E1
996,Q22,38,57,732.631837,1,9,0.06046285,0,0,P7 E1 Q4,UG,P7E1
1004,Q22,39,57,829.0241549,1,10,0.08119721,0,0,P7 E1 Q4,UG,P7E1
1008,Q22,40,57,816.5593465,1,11,0.020613603,0,0,P7 E1 Q4,UG,P7E1
1012,Q22,41,57,723.8615639,1,12,-1.67E-08,0,0,P7 E1 Q4,UG,P7E1
1024,Q22,45,57,761.8196374,1,16,0.006726139,0,0,P7 E1 Q4,UG,P7E1
1029,Q22,46,57,708.7573407,1,17,-1.60E-08,0,0,P7 E1 Q4,UG,P7E1
1033,Q22,49,57,439.191222,1,20,-2.76E-09,0,0,P7 E1 Q4,UG,P7E1
1036,Q22,50,57,360.6693236,1,21,-1.61E-08,0,0,P7 E1 Q4,UG,P7E1
1039,Q22,51,57,247.0790358,1,22,9.23E-09,0,0,P7 E1 Q4,UG,P7E1
1045,Q22,54,57,506.8275224,1,25,2.05E-08,0,0,P7 E1 Q4,UG,P7E1
1048,Q22,55,57,585.6609159,1,26,6.02E-09,0,0,P7 E1 Q4,UG,P7E1
947,Q22,30,58,357.8266707,1,1,21.04518553,0,0,P7 E1 Q4,UG,P7E1
952,Q22,31,58,258.6083323,1,2,17.67743475,0,0,P7 E1 Q4,UG,P7E1
955,Q22,32,58,1050.484349,1,3,5.736920685,0,0,P7 E1 Q4,UG,P7E1
962,Q22,33,58,1183.850536,1,4,2.16E-08,0,0,P7 E1 Q4,UG,P7E1
968,Q22,34,58,1066.664884,1,5,2.353083949,0,0,P7 E1 Q4,UG,P7E1
971,Q22,35,58,1267.111298,1,6,0.347845641,0,0,P7 E1 Q4,UG,P7E1
975,Q22,36,58,918.8333931,1,7,4.039870645,0,0,P7 E1 Q4,UG,P7E1
994,Q22,37,58,1334.12019,1,8,3.453396462,0,0,P7 E1 Q4,UG,P7E1
997,Q22,38,58,1154.72597,1,9,2.76995815,0,0,P7 E1 Q4,UG,P7E1
1002,Q22,39,58,1157.831132,1,10,2.777445645,0,0,P7 E1 Q4,UG,P7E1
1007,Q22,40,58,1299.196527,1,11,7.431293328,0,0,P7 E1 Q4,UG,P7E1
1013,Q22,41,58,1417.619407,1,12,1.65E-08,0,0,P7 E1 Q4,UG,P7E1
1018,Q22,45,58,1518.419487,1,16,4.192327682,0,0,P7 E1 Q4,UG,P7E1
1030,Q22,46,58,1613.607709,1,17,0.017424546,0,0,P7 E1 Q4,UG,P7E1
1032,Q22,49,58,1512.497338,1,20,2.78E-09,0,0,P7 E1 Q4,UG,P7E1
1034,Q22,50,58,1748.63552,1,21,0.08128159,0,0,P7 E1 Q4,UG,P7E1
1037,Q22,51,58,1521.783412,1,22,0.33691596,0,0,P7 E1 Q4,UG,P7E1
1041,Q22,54,58,1477.575367,1,25,2.23E-08,0,0,P7 E1 Q4,UG,P7E1
1047,Q22,55,58,1423.918633,1,26,-2.44E-08,0,0,P7 E1 Q4,UG,P7E1
948,Q22,30,59,166.2115976,1,1,15.2943027,0,0,P7 E1 Q4,UG,P7E1
954,Q22,31,59,217.1543441,0,2,11.86463472,0,0,P7 E1 Q4,UG,P7E1
949,Q22,30,60,185.3992713,1,1,-2.26E-08,0,0,P7 E1 Q4,UG,P7E1
951,Q22,31,60,74.9368362,1,2,-9.61E-09,0,0,P7 E1 Q4,UG,P7E1
956,Q22,32,60,121.507816,1,3,0.26544564,0,0,P7 E1 Q4,UG,P7E1
960,Q22,33,60,131.4309892,1,4,0.035591726,0,0,P7 E1 Q4,UG,P7E1
970,Q22,35,60,6.586199419,1,6,1.218170678,1,0,P7 E1 Q4,UG,P7E1
983,Q22,36,60,103.9915215,1,7,0.205265988,0,0,P7 E1 Q4,UG,P7E1
992,Q22,37,60,158.2812817,1,8,0.137844077,0,0,P7 E1 Q4,UG,P7E1
995,Q22,38,60,145.1769498,1,9,0.28960505,0,0,P7 E1 Q4,UG,P7E1
1001,Q22,39,60,191.9384533,1,10,0.16328549,0,0,P7 E1 Q4,UG,P7E1
1005,Q22,40,60,237.2225283,1,11,0.212281582,0,0,P7 E1 Q4,UG,P7E1
1016,Q22,41,60,244.5298052,1,12,0.317099582,0,0,P7 E1 Q4,UG,P7E1
1025,Q22,45,60,290.7456477,1,16,0.284674574,0,0,P7 E1 Q4,UG,P7E1
959,Q22,33,61,68.12124787,1,1,0.29382532,0,0,P7 E1 Q4,UG,P7E1
967,Q22,34,61,37.21502803,1,2,0.070127689,0,0,P7 E1 Q4,UG,P7E1
974,Q22,35,61,87.57643088,1,3,-1.11E-08,0,0,P7 E1 Q4,UG,P7E1
978,Q22,36,61,92.48113567,1,4,0.002644102,0,0,P7 E1 Q4,UG,P7E1
989,Q22,37,61,48.76156862,1,5,0.026555055,0,0,P7 E1 Q4,UG,P7E1
999,Q22,38,61,48.72193417,1,6,0.1820097,0,0,P7 E1 Q4,UG,P7E1
1000,Q22,39,61,60.62216881,1,7,0.102808962,0,0,P7 E1 Q4,UG,P7E1
1011,Q22,40,61,66.88007958,1,8,0.065153448,0,0,P7 E1 Q4,UG,P7E1
1017,Q22,41,61,84.73433037,1,9,0.18863782,0,0,P7 E1 Q4,UG,P7E1
1022,Q22,45,61,117.6063946,1,13,1.90E-08,0,0,P7 E1 Q4,UG,P7E1
1028,Q22,46,61,22.19991617,0,14,3.906203487,0,0,P7 E1 Q4,UG,P7E1
966,Q22,34,62,0.25,0,1,3.627519879,1,0,P7 E1 Q4,UG,P7E1
965,Q22,34,63,0.25,0,1,26.61351131,0,0,P7 E1 Q4,UG,P7E1
984,Q22,36,64,0.25,0,1,14.39810036,0,1,P7 E1 Q4,UG,P7E1
986,Q22,36,65,0.25,0,1,4.241762067,1,1,P7 E1 Q4,UG,P7E1
987,Q22,36,66,0.25,0,1,11.60176207,0,1,P7 E1 Q4,UG,P7E1
976,Q22,36,67,0.25,0,1,12.1990902,0,1,P7 E1 Q4,UG,P7E1
982,Q22,36,68,0.25,0,1,5.270140193,0,1,P7 E1 Q4,UG,P7E1
985,Q22,36,69,0.25,0,1,21.71330818,0,1,P7 E1 Q4,UG,P7E1
979,Q22,36,70,0.25,0,1,17.52972458,0,1,P7 E1 Q4,UG,P7E1
977,Q22,36,71,0.25,0,1,17.88528005,0,1,P7 E1 Q4,UG,P7E1
981,Q22,36,72,0.25,0,1,17.79831755,0,1,P7 E1 Q4,UG,P7E1
991,Q22,37,73,0.25,0,1,9.870073791,0,1,P7 E1 Q4,UG,P7E1
993,Q22,37,74,0.25,0,1,11.49994098,0,1,P7 E1 Q4,UG,P7E1
988,Q22,37,75,0.25,0,1,12.10706286,0,1,P7 E1 Q4,UG,P7E1
998,Q22,38,76,0.25,0,1,15.67242302,0,1,P7 E1 Q4,UG,P7E1
1003,Q22,39,77,0.25,0,1,4.086593317,1,1,P7 E1 Q4,UG,P7E1
1006,Q22,40,78,0.25,0,1,24.75247693,0,1,P7 E1 Q4,UG,P7E1
1010,Q22,40,79,0.25,0,1,26.23123084,0,1,P7 E1 Q4,UG,P7E1
1009,Q22,40,80,0.25,0,1,19.85209646,0,1,P7 E1 Q4,UG,P7E1
1015,Q22,41,81,0.25,0,1,2.405110503,1,1,P7 E1 Q4,UG,P7E1
1014,Q22,41,82,0.25,0,1,34.48674022,0,1,P7 E1 Q4,UG,P7E1
1023,Q22,45,84,0.25,0,4,35.93247147,0,0,P7 E1 Q4,UG,P7E1
1026,Q22,45,85,0.25,0,1,34.39929491,0,1,P7 E1 Q4,UG,P7E1
1021,Q22,45,86,0.25,0,1,5.662268318,0,1,P7 E1 Q4,UG,P7E1
1019,Q22,45,87,0.25,0,1,5.02253238,0,1,P7 E1 Q4,UG,P7E1
1020,Q22,45,88,0.25,0,1,31.36203865,0,1,P7 E1 Q4,UG,P7E1
1027,Q22,45,89,0.25,0,1,29.50734725,0,1,P7 E1 Q4,UG,P7E1
1035,Q22,50,90,27.9536999,1,1,2.33E-08,1,0,P7 E1 Q4,UG,P7E1
1038,Q22,51,90,19.95271853,1,2,2.02E-08,0,0,P7 E1 Q4,UG,P7E1
1044,Q22,54,90,66.37169445,0,5,2.11E-08,0,0,P7 E1 Q4,UG,P7E1
1043,Q22,54,96,0.25,1,3,9.920522229,0,0,P7 E1 Q4,UG,P7E1
1049,Q22,55,96,0.25,0,4,8.634227696,0,0,P7 E1 Q4,UG,P7E1
1042,Q22,54,97,0.25,1,1,12.83959176,0,0,P7 E1 Q4,UG,P7E1
1046,Q22,55,97,0.5,0,2,13.34264879,0,0,P7 E1 Q4,UG,P7E1
1040,Q22,54,98,0.25,0,1,27.03881834,0,0,P7 E1 Q4,UG,P7E1
1052,Q23,32,61,371.5680825,1,1,-1.40E-09,0,0,P10 E1 Q1,UG,P10E1
1059,Q23,33,61,386.5191524,1,2,-8.07E-10,0,0,P10 E1 Q1,UG,P10E1
1068,Q23,34,61,109.4038411,1,3,3.152408931,0,0,P10 E1 Q1,UG,P10E1
1073,Q23,35,61,64.19478079,1,4,6.802876127,0,0,P10 E1 Q1,UG,P10E1
1081,Q23,36,61,29.21038907,1,5,4.307187832,0,0,P10 E1 Q1,UG,P10E1
1088,Q23,37,61,0.25,1,6,12.56729254,0,0,P10 E1 Q1,UG,P10E1
1096,Q23,38,61,12.76914372,0,7,4.592925368,0,0,P10 E1 Q1,UG,P10E1
1053,Q23,32,62,31.22674523,1,1,1.360679255,0,0,P10 E1 Q1,UG,P10E1
1055,Q23,33,62,79.81128548,1,2,-1.47E-08,0,0,P10 E1 Q1,UG,P10E1
1070,Q23,34,62,53.65074708,1,3,0.021221438,0,0,P10 E1 Q1,UG,P10E1
1080,Q23,35,62,108.1435451,1,4,-2.31E-08,0,0,P10 E1 Q1,UG,P10E1
1084,Q23,36,62,145.1077294,1,5,2.09E-08,0,0,P10 E1 Q1,UG,P10E1
1093,Q23,37,62,163.3937916,1,6,2.36E-08,0,0,P10 E1 Q1,UG,P10E1
1098,Q23,38,62,225.2041471,1,7,-1.64E-08,0,0,P10 E1 Q1,UG,P10E1
1110,Q23,39,62,228.9556434,1,8,0.062225353,0,0,P10 E1 Q1,UG,P10E1
1111,Q23,40,62,347.9291986,1,9,2.02E-08,0,0,P10 E1 Q1,UG,P10E1
1116,Q23,41,62,433.657396,1,10,5.82E-09,0,0,P10 E1 Q1,UG,P10E1
1119,Q23,45,62,689.1103342,1,14,2.16E-08,0,0,P10 E1 Q1,UG,P10E1
1122,Q23,46,62,931.2135045,1,15,-8.01E-09,0,0,P10 E1 Q1,UG,P10E1
1127,Q23,49,62,696.8752409,1,18,2.04E-08,0,0,P10 E1 Q1,UG,P10E1
1130,Q23,50,62,844.2117677,1,19,2.61E-10,0,0,P10 E1 Q1,UG,P10E1
1131,Q23,51,62,1054.420121,1,20,-1.47E-08,0,0,P10 E1 Q1,UG,P10E1
1132,Q23,54,62,1002.025445,1,23,-1.04E-08,0,0,P10 E1 Q1,UG,P10E1
1133,Q23,55,62,706.7533842,1,24,-1.19E-08,0,0,P10 E1 Q1,UG,P10E1
1050,Q23,32,63,123.7711396,1,1,-1.48E-08,0,0,P10 E1 Q1,UG,P10E1
1057,Q23,33,63,4.120472344,1,2,0.267260516,1,0,P10 E1 Q1,UG,P10E1
1069,Q23,34,63,84.99521024,1,3,1.233365165,0,0,P10 E1 Q1,UG,P10E1
1074,Q23,35,63,88.0713319,1,4,-2.31E-08,0,0,P10 E1 Q1,UG,P10E1
1086,Q23,36,63,56.77970936,1,5,2.809790175,0,0,P10 E1 Q1,UG,P10E1
1092,Q23,37,63,47.57015795,1,6,4.085000334,0,0,P10 E1 Q1,UG,P10E1
1095,Q23,38,63,23.74991578,1,7,3.917828456,0,0,P10 E1 Q1,UG,P10E1
1106,Q23,39,63,3.837788565,0,8,12.3237355,0,0,P10 E1 Q1,UG,P10E1
1054,Q23,32,64,17.42524129,1,1,-1.96E-08,1,0,P10 E1 Q1,UG,P10E1
1058,Q23,33,64,55.18930065,1,2,1.67E-08,0,0,P10 E1 Q1,UG,P10E1
1063,Q23,34,64,23.47620236,1,3,1.297119872,0,0,P10 E1 Q1,UG,P10E1
1071,Q23,35,64,82.34827738,1,4,-1.41E-08,0,0,P10 E1 Q1,UG,P10E1
1087,Q23,36,64,125.1008099,1,5,1.52E-08,0,0,P10 E1 Q1,UG,P10E1
1089,Q23,37,64,195.5109504,1,6,-9.82E-09,0,0,P10 E1 Q1,UG,P10E1
1102,Q23,38,64,176.73458,1,7,-1.68E-08,0,0,P10 E1 Q1,UG,P10E1
1107,Q23,39,64,181.503409,1,8,-2.45E-08,0,0,P10 E1 Q1,UG,P10E1
1112,Q23,40,64,208.1187788,1,9,6.87E-09,0,0,P10 E1 Q1,UG,P10E1
1115,Q23,41,64,148.1539618,1,10,-1.86E-08,0,0,P10 E1 Q1,UG,P10E1
1118,Q23,45,64,255.3916895,0,14,2.39E-08,0,0,P10 E1 Q1,UG,P10E1
1051,Q23,32,65,13.27919733,1,1,39.81867614,0,0,P10 E1 Q1,UG,P10E1
1056,Q23,33,65,21.05717616,1,2,41.34066291,0,0,P10 E1 Q1,UG,P10E1
1064,Q23,34,65,6.36388004,0,3,43.19097302,0,0,P10 E1 Q1,UG,P10E1
1060,Q23,33,66,12.56477133,1,1,0.053373771,1,0,P10 E1 Q1,UG,P10E1
1062,Q23,34,66,6.141378908,1,2,2.96E-09,1,0,P10 E1 Q1,UG,P10E1
1077,Q23,35,66,19.46142803,1,3,-2.31E-08,1,0,P10 E1 Q1,UG,P10E1
1082,Q23,36,66,41.82800813,1,4,2.09E-08,1,0,P10 E1 Q1,UG,P10E1
1091,Q23,37,66,6.463956332,1,5,2.36E-08,1,0,P10 E1 Q1,UG,P10E1
1103,Q23,38,66,16.2892827,1,6,0.082830817,1,0,P10 E1 Q1,UG,P10E1
1109,Q23,39,66,7.056817635,0,7,2.44E-08,1,0,P10 E1 Q1,UG,P10E1
1061,Q23,33,67,5.874406971,1,1,23.79668867,0,0,P10 E1 Q1,UG,P10E1
1067,Q23,34,67,5.593525943,1,2,23.727773,0,0,P10 E1 Q1,UG,P10E1
1075,Q23,35,67,23.81107429,1,3,18.63297222,0,0,P10 E1 Q1,UG,P10E1
1083,Q23,36,67,27.63914879,1,4,19.05764335,0,0,P10 E1 Q1,UG,P10E1
1090,Q23,37,67,55.00550553,1,5,17.85998944,0,0,P10 E1 Q1,UG,P10E1
1099,Q23,38,67,106.5650726,1,6,11.96308631,0,0,P10 E1 Q1,UG,P10E1
1108,Q23,39,67,107.8391055,1,7,16.86453471,0,0,P10 E1 Q1,UG,P10E1
1113,Q23,40,67,153.3356608,1,8,15.6227535,0,0,P10 E1 Q1,UG,P10E1
1114,Q23,41,67,222.6642992,1,9,13.87039097,0,0,P10 E1 Q1,UG,P10E1
1120,Q23,45,67,459.0440676,1,13,10.73452926,0,0,P10 E1 Q1,UG,P10E1
1123,Q23,46,67,0.25,0,14,15.66753786,0,0,P10 E1 Q1,UG,P10E1
1065,Q23,34,68,2.822857481,0,1,33.32231989,0,0,P10 E1 Q1,UG,P10E1
1066,Q23,34,69,0.25,0,1,33.62715663,0,0,P10 E1 Q1,UG,P10E1
1072,Q23,35,70,0.25,0,1,27.38208318,0,1,P10 E1 Q1,UG,P10E1
1076,Q23,35,71,0.25,0,1,13.40158004,0,1,P10 E1 Q1,UG,P10E1
1079,Q23,35,72,0.25,0,1,15.89458473,0,1,P10 E1 Q1,UG,P10E1
1078,Q23,35,73,0.25,0,1,4.076302692,1,1,P10 E1 Q1,UG,P10E1
1085,Q23,36,74,0.25,0,1,2.145168315,1,1,P10 E1 Q1,UG,P10E1
1101,Q23,38,75,0.25,0,1,36.91824257,0,1,P10 E1 Q1,UG,P10E1
1094,Q23,38,76,0.25,0,1,37.13508241,0,1,P10 E1 Q1,UG,P10E1
1097,Q23,38,77,0.25,0,1,20.8578863,0,1,P10 E1 Q1,UG,P10E1
1100,Q23,38,78,0.25,0,1,8.241990196,0,1,P10 E1 Q1,UG,P10E1
1105,Q23,39,79,0.25,0,1,12.27121207,0,1,P10 E1 Q1,UG,P10E1
1104,Q23,39,80,0.25,0,1,19.06223474,0,1,P10 E1 Q1,UG,P10E1
1117,Q23,45,112,0.25,0,1,15.57939177,0,1,P10 E1 Q1,UG,P10E1
1121,Q23,45,113,0.25,1,1,1.922448002,1,1,P10 E1 Q1,UG,P10E1
1125,Q23,46,113,0.25,0,2,2.147039409,1,0,P10 E1 Q1,UG,P10E1
1126,Q23,46,114,0.25,0,1,10.54509332,0,0,P10 E1 Q1,UG,P10E1
1124,Q23,46,115,0.25,0,1,31.57751912,0,1,P10 E1 Q1,UG,P10E1
1128,Q23,49,116,84.63804954,1,1,0.070051932,0,0,P10 E1 Q1,UG,P10E1
1129,Q23,50,116,116.7198569,0,2,0.050339399,0,0,P10 E1 Q1,UG,P10E1
1134,Q24,32,66,70.14444723,1,1,-7.99E-09,0,0,P10 E1 Q2,UG,P10E1
1137,Q24,33,66,78.43085326,1,2,-2.05E-08,0,0,P10 E1 Q2,UG,P10E1
1138,Q24,34,66,20.57329671,1,3,7.67E-09,0,0,P10 E1 Q2,UG,P10E1
1141,Q24,35,66,34.85835126,1,4,4.69E-09,0,0,P10 E1 Q2,UG,P10E1
1144,Q24,38,66,40.62764631,1,7,-9.09E-09,0,0,P10 E1 Q2,UG,P10E1
1150,Q24,41,66,71.20212268,1,10,9.95E-09,0,0,P10 E1 Q2,UG,P10E1
1155,Q24,45,66,116.5264892,1,14,-2.86E-09,0,0,P10 E1 Q2,UG,P10E1
1157,Q24,46,66,78.57420597,0,15,-6.53E-09,0,0,P10 E1 Q2,UG,P10E1
1135,Q24,32,67,38.03519931,1,1,0.130588601,0,0,P10 E1 Q2,UG,P10E1
1136,Q24,33,67,62.83299167,1,2,0.212520661,0,0,P10 E1 Q2,UG,P10E1
1139,Q24,34,67,52.75389477,1,3,-1.92E-08,0,0,P10 E1 Q2,UG,P10E1
1140,Q24,35,67,108.7674286,1,4,4.57E-09,0,0,P10 E1 Q2,UG,P10E1
1142,Q24,36,67,51.41043271,1,5,-1.10E-08,0,0,P10 E1 Q2,UG,P10E1
1143,Q24,37,67,81.56054886,1,6,0.397925345,0,0,P10 E1 Q2,UG,P10E1
1145,Q24,38,67,79.82282316,1,7,0.016165188,0,0,P10 E1 Q2,UG,P10E1
1147,Q24,39,67,79.62008119,1,8,0.1333847,0,0,P10 E1 Q2,UG,P10E1
1149,Q24,40,67,92.73839663,1,9,0.106684728,0,0,P10 E1 Q2,UG,P10E1
1151,Q24,41,67,111.6834775,1,10,0.081160478,0,0,P10 E1 Q2,UG,P10E1
1153,Q24,45,67,266.6375811,1,14,0.003571435,0,0,P10 E1 Q2,UG,P10E1
1156,Q24,46,67,344.4225169,1,15,2.18E-08,0,0,P10 E1 Q2,UG,P10E1
1158,Q24,49,67,190.2559556,1,18,1.51E-08,0,0,P10 E1 Q2,UG,P10E1
1159,Q24,50,67,319.3667933,1,19,1.37E-08,0,0,P10 E1 Q2,UG,P10E1
1161,Q24,51,67,200.9041301,1,20,0.094481578,0,0,P10 E1 Q2,UG,P10E1
1162,Q24,54,67,288.5865556,1,23,0.0684855,0,0,P10 E1 Q2,UG,P10E1
1169,Q24,55,67,249.5839451,1,24,-2.24E-08,0,0,P10 E1 Q2,UG,P10E1
1146,Q24,38,68,0.25,0,1,12.5317652,0,1,P10 E1 Q2,UG,P10E1
1148,Q24,39,69,0.25,0,1,11.61817692,0,1,P10 E1 Q2,UG,P10E1
1152,Q24,41,70,0.25,0,1,12.79153707,0,1,P10 E1 Q2,UG,P10E1
1154,Q24,45,75,0.25,0,1,9.011278478,0,0,P10 E1 Q2,UG,P10E1
1160,Q24,51,76,36.27821289,1,1,1.59E-08,0,0,P10 E1 Q2,UG,P10E1
1166,Q24,55,76,77.92220122,1,5,-1.52E-08,0,0,P10 E1 Q2,UG,P10E1
1163,Q24,54,79,0.25,0,1,2.771351909,1,1,P10 E1 Q2,UG,P10E1
1168,Q24,55,80,0.25,0,1,1.741347221,1,1,P10 E1 Q2,UG,P10E1
1165,Q24,55,81,0.25,0,1,3.386097222,1,1,P10 E1 Q2,UG,P10E1
1167,Q24,55,82,0.25,0,1,20.43077693,0,1,P10 E1 Q2,UG,P10E1
1164,Q24,55,83,0.25,0,1,8.62021129,0,1,P10 E1 Q2,UG,P10E1
1170,Q25,32,68,320.2271011,1,1,0.589920676,0,0,P10 E1 Q3,UG,P10E1
1174,Q25,33,68,463.2621358,1,2,-1.72E-08,0,0,P10 E1 Q3,UG,P10E1
1178,Q25,34,68,310.7595968,1,3,-1.12E-08,0,0,P10 E1 Q3,UG,P10E1
1181,Q25,35,68,274.6633991,1,4,9.44E-09,0,0,P10 E1 Q3,UG,P10E1
1185,Q25,36,68,179.5526987,1,5,0.088565164,0,0,P10 E1 Q3,UG,P10E1
1190,Q25,37,68,224.3994813,1,6,1.09E-08,0,0,P10 E1 Q3,UG,P10E1
1195,Q25,38,68,132.5762429,1,7,1.88E-08,0,0,P10 E1 Q3,UG,P10E1
1220,Q25,39,68,74.28667621,1,8,0.18045269,0,0,P10 E1 Q3,UG,P10E1
1237,Q25,40,68,17.08283934,1,9,0.032523801,1,0,P10 E1 Q3,UG,P10E1
1242,Q25,41,68,28.43066107,1,10,1.11E-08,0,0,P10 E1 Q3,UG,P10E1
1273,Q25,45,68,50.39271009,1,14,2.397861294,0,0,P10 E1 Q3,UG,P10E1
1278,Q25,46,68,1.229522469,0,15,1.895943307,1,0,P10 E1 Q3,UG,P10E1
1172,Q25,32,69,507.1312857,1,1,-1.32E-08,0,0,P10 E1 Q3,UG,P10E1
1173,Q25,33,69,387.5864105,1,2,-1.41E-08,0,0,P10 E1 Q3,UG,P10E1
1177,Q25,34,69,311.5068013,1,3,0.088847981,0,0,P10 E1 Q3,UG,P10E1
1182,Q25,35,69,381.7000601,1,4,0.031264421,0,0,P10 E1 Q3,UG,P10E1
1186,Q25,36,69,462.0437142,1,5,1.64E-09,0,0,P10 E1 Q3,UG,P10E1
1188,Q25,37,69,631.5569723,1,6,1.41E-08,0,0,P10 E1 Q3,UG,P10E1
1194,Q25,38,69,627.7819125,1,7,8.59E-09,0,0,P10 E1 Q3,UG,P10E1
1219,Q25,39,69,597.6324287,1,8,0.070392552,0,0,P10 E1 Q3,UG,P10E1
1230,Q25,40,69,372.071758,1,9,-1.20E-08,0,0,P10 E1 Q3,UG,P10E1
1241,Q25,41,69,584.4368886,1,10,0.217226141,0,0,P10 E1 Q3,UG,P10E1
1276,Q25,45,69,687.8940708,1,14,1.95E-08,0,0,P10 E1 Q3,UG,P10E1
1284,Q25,46,69,299.5868411,1,15,9.11E-09,0,0,P10 E1 Q3,UG,P10E1
1287,Q25,49,69,422.1819277,1,18,-1.77E-08,0,0,P10 E1 Q3,UG,P10E1
1290,Q25,50,69,680.6345752,1,19,-1.93E-08,0,0,P10 E1 Q3,UG,P10E1
1292,Q25,51,69,684.4671836,1,20,-2.46E-08,0,0,P10 E1 Q3,UG,P10E1
1293,Q25,54,69,630.3687951,1,23,0.03251751,0,0,P10 E1 Q3,UG,P10E1
1299,Q25,55,69,816.2755554,1,24,0.164790189,0,0,P10 E1 Q3,UG,P10E1
1171,Q25,32,70,108.0639046,1,1,0.525720652,0,0,P10 E1 Q3,UG,P10E1
1176,Q25,34,70,134.6779786,1,3,0.269262842,0,0,P10 E1 Q3,UG,P10E1
1180,Q25,35,70,6.655455256,1,4,0.502246447,1,0,P10 E1 Q3,UG,P10E1
1183,Q25,36,70,31.59215097,1,5,0.282452711,1,0,P10 E1 Q3,UG,P10E1
1191,Q25,37,70,34.43169491,0,6,0.265395654,1,0,P10 E1 Q3,UG,P10E1
1224,Q25,39,70,36.66178769,1,8,0.19763235,0,0,P10 E1 Q3,UG,P10E1
1234,Q25,40,70,21.02758622,0,9,0.196388637,1,0,P10 E1 Q3,UG,P10E1
1175,Q25,33,71,84.18976359,0,1,0.198269857,0,0,P10 E1 Q3,UG,P10E1
1179,Q25,35,72,0.25,0,1,34.51091756,0,1,P10 E1 Q3,UG,P10E1
1187,Q25,36,73,0.25,0,1,1.563882377,1,1,P10 E1 Q3,UG,P10E1
1184,Q25,36,74,0.25,0,1,5.282671443,0,1,P10 E1 Q3,UG,P10E1
1189,Q25,37,75,26.03949426,1,1,1.09E-08,0,0,P10 E1 Q3,UG,P10E1
1216,Q25,38,75,15.00649919,1,2,1.88E-08,1,0,P10 E1 Q3,UG,P10E1
1225,Q25,39,75,29.28608966,1,3,-2.28E-09,1,0,P10 E1 Q3,UG,P10E1
1233,Q25,40,75,42.15044413,0,4,0.095099568,0,0,P10 E1 Q3,UG,P10E1
1202,Q25,38,76,52.30608483,1,1,4.45E-09,0,0,P10 E1 Q3,UG,P10E1
1221,Q25,39,76,56.13396221,1,2,-1.47E-08,0,0,P10 E1 Q3,UG,P10E1
1235,Q25,40,76,63.12277652,1,3,-1.20E-08,0,0,P10 E1 Q3,UG,P10E1
1251,Q25,41,76,91.3969558,1,4,3.99E-09,0,0,P10 E1 Q3,UG,P10E1
1277,Q25,45,76,73.47000622,1,8,1.95E-08,0,0,P10 E1 Q3,UG,P10E1
1283,Q25,46,76,7.472083033,0,9,9.11E-09,1,0,P10 E1 Q3,UG,P10E1
1207,Q25,38,77,0.25,0,1,1.049913627,1,1,P10 E1 Q3,UG,P10E1
1200,Q25,38,78,0.25,0,1,8.922630821,0,1,P10 E1 Q3,UG,P10E1
1211,Q25,38,79,0.25,0,1,9.000205821,0,1,P10 E1 Q3,UG,P10E1
1208,Q25,38,80,0.25,0,1,5.996447225,0,1,P10 E1 Q3,UG,P10E1
1212,Q25,38,81,0.25,0,1,0.118252688,1,1,P10 E1 Q3,UG,P10E1
1215,Q25,38,82,0.25,0,1,11.42431051,0,1,P10 E1 Q3,UG,P10E1
1209,Q25,38,83,0.25,0,1,14.60335348,0,1,P10 E1 Q3,UG,P10E1
1218,Q25,38,84,0.25,0,1,17.02587067,0,1,P10 E1 Q3,UG,P10E1
1213,Q25,38,85,0.25,0,1,18.57975036,0,1,P10 E1 Q3,UG,P10E1
1204,Q25,38,86,0.25,0,1,18.91526052,0,1,P10 E1 Q3,UG,P10E1
1214,Q25,38,87,0.25,0,1,21.9064324,0,1,P10 E1 Q3,UG,P10E1
1201,Q25,38,88,0.25,0,1,23.50598708,0,1,P10 E1 Q3,UG,P10E1
1196,Q25,38,89,0.25,0,1,23.7060449,0,1,P10 E1 Q3,UG,P10E1
1197,Q25,38,90,0.25,0,1,12.85683395,0,1,P10 E1 Q3,UG,P10E1
1198,Q25,38,91,0.25,0,1,41.72431523,0,1,P10 E1 Q3,UG,P10E1
1193,Q25,38,92,0.25,0,1,44.90778085,0,1,P10 E1 Q3,UG,P10E1
1192,Q25,38,93,0.25,0,1,9.677190197,0,1,P10 E1 Q3,UG,P10E1
1206,Q25,38,94,0.25,0,1,4.199145661,1,1,P10 E1 Q3,UG,P10E1
1199,Q25,38,95,0.25,1,1,15.51480114,0,1,P10 E1 Q3,UG,P10E1
1249,Q25,41,95,0.25,0,4,17.05239489,0,0,P10 E1 Q3,UG,P10E1
1203,Q25,38,96,0.25,0,1,25.9448824,0,1,P10 E1 Q3,UG,P10E1
1205,Q25,38,97,0.25,0,1,5.534821443,0,1,P10 E1 Q3,UG,P10E1
1210,Q25,38,98,0.25,0,1,27.96873553,0,1,P10 E1 Q3,UG,P10E1
